11487,30671,4377,153,2991,416276,28,132,7203
11488,36236,3526,162,5737,741679,33,212,2822
11489,35395,1368,127,4351,495597,28,203,2203
11490,32391,1928,152,3186,421065,28,131,2878
11491,34507,1251,155,3872,412623,25,181,2071
11492,31664,2456,148,3765,456284,33,150,1938
11493,27661,2086,150,2375,271744,25,101,1577
11494,31260,1805,140,4871,532823,33,256,1741
11495,33617,1405,153,4001,503794,34,213,1975
11496,33283,1219,186,2828,368302,28,180,2533
11497,37169,3919,169,5565,641585,31,293,6942
11498,37074,1479,201,5013,608810,30,291,2932
11499,35905,3587,186,4570,535530,29,229,2475
11500,37277,6126,173,4880,565201,32,187,8371
11501,36991,4658,179,5237,630949,33,242,10596
11502,45316,2696,277,5807,685572,31,444,4120
11503,40084,4970,222,7952,951718,39,264,9378
11504,41572,1705,211,8232,1033358,37,369,3353
11505,42732,4210,216,6159,721348,40,368,9899
11506,32251,4134,189,5682,674174,35,187,8716
11507,32571,7387,134,4321,491442,33,230,9534
11508,33801,4487,172,5285,603850,30,159,3306
11509,35361,4409,185,6860,808567,29,244,4171
11510,32406,3596,133,4152,465120,26,137,8111
11511,35635,3499,144,3646,414541,32,302,3164
11512,32072,6334,142,4485,491259,30,179,6439
11513,31285,2777,128,4506,519382,36,158,2459
11514,33398,9578,143,4517,482831,36,137,7983
11515,38233,4279,140,4889,584131,35,305,3318
11516,35525,4059,127,3455,405425,26,236,6400
11517,33916,6347,123,4145,441096,27,219,6864
11518,43071,4256,129,4595,453359,27,237,8140
11519,43030,10670,128,4368,482479,27,212,7834
11520,34435,4054,135,4079,432037,23,162,6487
11521,31146,2283,125,3134,341893,31,196,2936
11522,32789,2183,132,4008,452656,26,196,2513
11523,36775,4995,171,6166,725890,33,340,7357
11524,39902,3781,178,5362,637764,23,355,8283
11525,35218,5830,118,6015,723926,32,293,6895
11526,38063,2733,149,6538,823219,35,266,2852
11527,40546,5146,168,5404,653804,29,334,7196
11528,29299,2204,134,3567,401921,31,94,3100
11529,39895,5823,194,6497,766885,33,422,8940
11530,36452,3867,157,4214,534295,30,341,7010
11531,37466,4044,159,3633,402907,29,316,7363
11532,44653,3970,171,4762,513356,32,428,3406
11533,39048,6440,152,4901,526142,26,326,8272
11534,45732,6984,182,7204,823916,34,439,7414
11535,49205,2524,189,7126,829839,35,603,3386
11536,33376,7613,149,4740,513261,30,227,6460
11537,33257,8688,168,3717,438918,25,202,8671
11538,36905,5691,155,5246,587885,29,233,7729
11539,40476,3007,170,4544,511574,30,335,3209
11540,36345,4941,150,3525,382023,26,219,8017
11541,37172,4535,160,4399,528394,30,131,7171
11542,43016,5717,159,3520,440477,34,260,7505
11543,47984,4455,180,6780,757209,45,387,8317
11544,39233,3573,199,3468,415615,29,210,8528
11545,36039,4325,135,3790,463313,28,164,2695
11546,37062,2953,169,5367,640588,33,421,7767
11547,40497,4567,113,3710,394001,28,279,7966
11548,42624,2140,181,7002,822157,34,350,2871
11549,39279,7373,224,6008,749278,33,413,6821
11550,36366,2294,138,4908,553071,26,254,2842
11551,37758,6096,154,5542,624166,26,193,7511
11552,41108,4332,169,4512,481438,32,283,6855
11553,34727,1464,143,4336,483000,34,254,2693
11554,38866,8417,139,5309,623258,29,322,7774
11555,36111,8235,127,5323,565755,28,307,10012
11556,32703,4680,123,3755,425401,22,143,8169
11557,35995,2817,131,5427,591099,32,218,3195
11558,32834,2789,123,3760,421303,27,133,7877
11559,37740,1674,140,5866,711171,24,216,3152
11560,40054,10311,177,4573,499056,28,325,9072
11561,38911,8028,129,7093,717088,40,317,9602
11562,33511,4311,124,4567,515674,32,251,7324
11563,38413,3037,139,5740,618555,34,287,3009
11564,28297,3639,112,4200,487095,26,143,7517
11565,29719,2715,103,3417,385609,26,177,7587
11566,28345,1340,104,2233,271807,21,79,2893
11567,33947,4254,119,4382,494506,30,103,8341
11568,36342,6295,139,4700,564922,19,332,8092
11569,36185,5396,129,4422,530572,24,211,3118
11570,32416,3978,118,3223,378010,20,125,7314
11571,29898,2817,107,4094,484626,27,106,7317
11572,29166,2514,111,2738,339275,24,66,2245
11573,31295,3838,94,2191,243403,18,96,7006
11574,34010,4293,43,3088,333960,22,637,7439
11575,29431,2262,37,3154,364366,13,404,2391
11576,33980,3372,106,3675,398408,18,180,7700
11577,30775,2542,99,3772,476568,16,122,9032
11578,27859,2217,93,2940,362752,17,70,4496
11579,29323,4666,50,3258,385814,23,430,9106
11580,38766,5992,110,6799,801530,22,273,7807
11581,34258,1714,93,6095,764800,19,215,2455
11582,32173,3602,108,3316,410592,23,115,7697
11583,26291,1045,99,3005,336108,17,102,2526
11584,28500,3010,105,1644,183510,13,143,7004
11585,26542,6392,97,1713,182062,11,120,10793
11586,27101,8352,89,1517,197689,16,84,6602
11587,25176,3739,94,1024,127392,18,86,2283
11588,21974,3997,72,762,114893,10,63,7238
11589,26565,4504,98,1755,195637,9,218,6990
11590,32123,3651,100,2938,330346,14,375,8427
11591,31213,4024,101,4225,479650,14,226,2466
11592,29657,5555,110,1978,250229,16,135,6569
11593,30677,4214,103,2552,287223,17,290,7041
11594,25565,2808,92,2678,340519,13,192,2135
11595,25984,2863,89,3557,410385,13,208,7854
11596,28865,2921,127,4087,475071,22,235,8885
11597,27253,4799,80,3090,368461,18,204,8191
11598,27514,3044,89,2991,355831,19,175,2492
11599,36322,4083,130,6408,680953,16,438,8485
11600,28594,4062,105,4148,491407,17,248,6953
11601,32798,5633,114,3924,447211,18,290,2367
11602,29489,3082,105,3966,446433,16,247,8065
11603,28299,5041,132,3667,456064,18,233,13591
11604,43403,7656,142,5687,601310,14,457,8995
11605,28206,2653,131,2519,306626,14,163,2255
11606,35585,6917,115,3899,405808,12,216,11000
11607,31686,3442,98,2313,322886,12,152,9451
11608,23585,4475,76,1817,206239,10,69,8328
11609,21969,7092,77,1159,134736,14,52,6867
11610,22077,4281,82,1522,187427,11,154,6689
11611,23158,1397,85,2199,260638,14,81,3473
11612,23981,1099,68,2180,249429,14,80,2049
11613,20821,6895,87,1832,241597,12,43,10965
11614,19985,2571,74,1862,185563,12,45,8830
11615,21872,4451,70,2803,363211,11,64,11020
11616,26411,5345,80,2892,308721,11,122,7335
11617,25623,2708,92,1641,204283,14,98,3453
11618,27960,3849,105,3112,377281,15,167,7445
11619,33852,2437,109,2902,336738,15,301,3883
11620,43670,5060,119,5169,505155,13,372,13836
11621,35610,4109,110,6522,817159,25,293,8130
11622,29828,5697,114,3310,431604,20,151,3579
11623,30202,5513,112,3640,354849,17,294,6959
11624,23533,4685,45,2016,218390,16,466,3324
11625,24551,6636,106,3694,411258,15,78,7178
11626,23839,6192,89,2685,340635,16,119,7449
11627,26245,4654,80,4265,467123,14,185,7679
11628,31624,2267,102,2221,266680,17,468,3596
11629,33689,4286,111,4540,461182,13,271,7465
11630,23357,2453,96,2372,283616,17,89,2704
11631,31879,7995,133,3545,410860,10,280,9319
11632,26985,7239,79,1339,144091,13,219,7170
11633,22868,5931,88,2377,281357,16,103,8051
11634,26428,3566,90,2635,307814,20,113,3057
11635,25180,6636,104,3506,450776,20,119,6986
11636,24709,3114,89,3238,389329,17,156,6118
11637,33857,2471,110,2723,344059,18,276,3101
11638,28761,4026,99,4587,520839,22,204,7489
11639,33850,5809,93,5298,544849,19,320,8041
11640,35024,4229,151,3854,480692,18,255,11072
11641,27817,2075,120,4147,490849,22,149,3122
11642,34094,4318,112,3337,393241,19,175,8635
11643,31481,1362,161,2890,370509,20,183,2954
11644,28822,3057,156,2381,313097,23,145,8617
11645,36769,6375,138,4726,488062,24,278,11701
11646,33067,7544,131,4263,500909,25,222,8580
11647,34958,4501,136,3723,440685,29,244,3182
11648,39577,4868,150,6279,703330,34,250,9301
11649,36007,4266,161,6535,744681,37,249,8425
11650,39940,1566,134,4077,523231,31,243,3337
11651,41361,6385,134,5388,565371,30,187,9476
11652,48298,4241,189,8038,927589,41,368,9543
11653,50403,5062,177,9986,1125931,46,353,11528
11654,45598,4041,170,6724,778200,44,341,3899
11655,41117,4101,195,4328,518682,33,177,8922
11656,44812,1965,144,6372,736957,42,426,4312
11657,35320,2846,180,4717,542660,35,144,10731
11658,45525,6092,185,6731,770333,50,284,9743
11659,39368,4103,168,4775,536163,38,165,3476
11660,41435,19303,189,7071,828957,52,251,11465
11661,40987,5902,179,6764,728937,44,239,15394
11662,38464,12365,160,4009,489495,41,254,11267
11663,48125,9673,224,8631,1034516,49,503,8419
11664,36630,4925,186,3679,414956,37,144,8079
11665,39136,3810,168,5482,634020,45,217,3151
11666,39652,3241,152,6635,823595,43,228,7614
11667,52323,2692,198,5330,662189,47,329,4021
11668,56056,4616,211,6985,773277,47,724,12525
11669,49969,7974,146,6593,752373,37,637,16991
11670,51784,7224,215,8208,1005316,52,440,7973
11671,38312,7097,193,5021,605346,40,209,7972
11672,44437,2903,190,6091,709092,50,359,4275
11673,47331,4014,204,7870,922407,55,261,7246
11674,50415,5322,169,9395,1090144,58,354,11172
11675,48684,6497,204,7454,813214,44,334,7933
11676,49962,4185,199,7796,854517,49,372,10166
11677,40407,6584,119,6883,789278,42,522,8376
11678,40228,2312,197,6198,702754,55,192,4330
11679,44461,4822,194,8841,985779,53,315,14042
11680,48561,8684,251,10329,1157776,59,372,13836
11681,51031,4942,177,6136,694500,51,389,9317
11682,50253,7361,204,9367,1061090,50,395,11725
11683,57695,5970,257,10515,1198343,54,492,8180
11684,54665,4856,203,8891,1047779,57,672,3986
11685,46683,3563,190,9290,1096272,53,332,7244
11686,55128,5038,264,8860,1031489,65,440,10921
11687,46847,6430,266,6721,813674,53,351,9256
11688,61735,9289,307,10736,1231484,66,375,9810
11689,55071,4513,239,8296,991821,64,331,4914
11690,54705,3585,241,9115,1108510,61,273,8330
11691,63542,7330,296,12255,1418273,64,485,4627
11692,60026,5095,231,10334,1206464,60,408,8327
11693,62843,6327,267,12417,1431635,64,461,11553
11694,60791,6274,256,12878,1489488,72,511,16335
11695,55400,7668,225,8643,1009805,61,540,8703
11696,61899,3379,236,11869,1338894,73,555,4525
11697,64436,5748,233,12622,1480128,76,444,11857
11698,60230,5039,207,10217,1278417,70,432,8726
11699,59495,7961,247,13893,1626094,68,472,11801
11700,63054,6978,262,12013,1377299,80,392,8548
11701,65134,4141,263,15890,1860772,88,746,10645
11702,75664,8558,327,20176,2310064,102,625,5046
11703,78716,6602,343,15436,1889584,110,539,10764
11704,78423,5451,342,16840,2071523,109,645,5004
11705,83329,10995,359,18846,2325317,126,782,12392
11706,77424,8535,383,17871,2147744,129,813,12044
11707,75880,8589,336,17243,2088303,102,694,5296
11708,89253,14316,369,22548,2693912,110,1048,11676
11709,91106,11053,390,24178,2849625,126,847,15855
11710,79274,11285,339,18642,2176587,113,660,14039
11711,80008,8348,303,14934,1819514,111,613,13074
11712,81149,5957,298,14848,1757063,103,520,10629
11713,83000,4722,322,15609,1815701,96,643,4961
11714,77876,5156,307,13400,1480551,85,623,11991
11715,75546,3112,272,12314,1398810,93,680,4940
11716,79352,6110,299,12813,1418191,83,748,13448
11717,75832,7713,375,15657,1804508,95,500,11435
11718,72444,7054,321,16418,1816141,88,507,11925
11719,77542,5478,336,11399,1427990,81,583,5797
11720,69849,5150,228,11609,1256027,75,415,4548
11721,67169,4388,277,9939,1149836,75,569,8426
11722,77521,6885,212,12682,1414406,81,588,14109
11723,67351,10142,249,9536,1078150,74,406,11591
11724,71734,8805,305,11770,1397831,82,564,10645
11725,68590,6006,273,9577,1136383,77,502,10283
11726,67997,5689,280,9041,1096518,75,398,4189
11727,75473,9580,311,13204,1573077,96,469,11847
11728,75074,6003,356,12799,1454266,88,531,13789
11729,66510,6150,327,11654,1510417,77,407,10269
11730,67733,9063,296,9311,1112717,75,413,9897
11731,76852,5526,315,12636,1470049,77,521,4945
11732,68569,6448,330,11320,1319090,79,453,11522
11733,78338,11159,305,10481,1211534,84,595,12138
11734,83915,7272,351,14407,1712742,96,506,12715
11735,89993,6666,339,14528,1665253,94,490,11383
11736,84902,5319,374,14015,1648953,85,619,5180
11737,79019,10711,383,13297,1560650,97,400,12270
11738,90016,6840,458,16712,1913737,111,710,11757
11739,94874,17979,413,18672,2161216,121,896,18766
11740,88073,8249,438,16517,1883158,113,562,7141
11741,89986,15966,357,16278,1862486,108,695,12879
11742,99884,12118,352,21690,2445142,109,972,13527
11743,101247,4598,441,22494,2564169,122,1356,5988
11744,104838,11946,466,19690,2197205,111,806,12429
11745,98314,10286,410,17647,2043222,131,747,15165
11746,103627,11470,446,18395,2031496,124,666,20249
11747,99580,8823,432,15544,1786693,120,726,14234
11748,98017,12237,478,16564,1837456,123,757,11724
11749,106479,9934,447,18578,2078034,113,869,6288
11750,110234,7522,459,15854,1858782,118,656,13572
11751,111064,4784,435,16286,1819043,118,793,6190
11752,113344,8193,501,19130,2176128,125,842,16871
11753,111903,12903,473,20706,2407819,139,897,14064
11754,110596,7341,452,17471,1997403,145,1040,12005
11755,111992,12118,543,16921,1880997,140,1122,6566
11756,115285,7818,519,20052,2138220,140,667,14772
11757,114402,5691,482,19360,2047487,130,830,6604
11758,128216,8256,581,21209,2400355,150,934,14739
11759,124274,11508,542,17929,2112040,140,608,16547
11760,132141,11848,528,19055,2119748,137,765,16375
11761,147328,11952,625,23687,2676994,162,1202,17729
11762,143020,8663,610,20280,2235071,152,633,7733
11763,142079,10931,622,21107,2400582,142,1048,20862
11764,148796,10294,662,21653,2484998,169,1097,14553
11765,155137,9267,568,25333,2757055,166,1095,7746
11766,151536,10487,815,24042,2692971,162,1209,15693
11767,146604,11251,680,21565,2332550,141,970,7548
11768,154015,11802,645,26076,2908794,161,914,16545
11769,170206,6867,740,33052,3428259,182,1104,8766
11770,165182,22190,750,26577,3099638,186,1060,17898
11771,172284,18499,683,28106,3132620,174,1437,21179
11772,191679,17514,769,27332,3047319,187,1652,17221
11773,171015,12586,671,23040,2503679,170,1460,16390
11774,170882,13073,816,22237,2414481,166,889,8499
11775,185703,12107,811,31024,3389960,197,945,18106
11776,172307,7382,687,28413,3278600,187,1113,8427
11777,189519,17046,777,34345,3820835,193,1912,18601
11778,178306,13764,756,31391,3484672,175,1582,18090
11779,180174,8103,765,29395,3272589,190,805,9232
11780,201404,13182,827,35969,3946526,194,1074,21876
11781,195273,8557,920,31801,3687266,179,1027,10060
11782,194183,10983,922,33899,3911546,222,1236,20596
11783,190548,16673,796,36367,4159474,181,1126,19775
11784,188213,14186,840,30104,3466944,181,1165,19846
11785,186956,10415,830,28482,3308362,165,1113,15239
11786,194657,12205,853,33422,3814438,175,1350,23845
11787,192390,8071,1618,29135,3260086,182,948,10163
11788,195082,11611,1805,29146,3120202,190,1628,16365
11789,199322,7723,830,31078,3503334,175,1582,9364
11790,214237,12372,1422,30484,3415400,171,1227,16754
11791,223098,11011,1161,38663,3983202,190,986,12330
11792,202758,13130,1011,30378,3470726,196,890,18217
11793,202202,9051,1058,30068,3229618,205,1223,9904
11794,198578,12404,895,29132,3313850,184,1130,25932
11795,185556,11986,806,27594,3139257,185,1048,18185
11796,197241,17807,826,29814,3346935,183,964,17200
11797,207795,19775,873,31750,3544342,183,1057,20622
11798,203639,12486,840,26230,2930277,176,956,14152
11799,202446,12186,921,30882,3426238,190,1160,17558
11800,190591,11037,802,26926,3082325,185,1138,15362
11801,193905,8264,899,37939,4310342,208,1364,8997
11802,203973,8064,878,38250,4222803,213,1311,9016
11803,194641,7610,823,30582,3415690,201,1108,8405
11804,204096,8051,838,32913,3740555,186,1107,8734
11805,201072,7751,880,27737,3193694,198,1077,9086
11806,203215,13966,798,32814,3609504,217,1242,16544
11807,202901,9277,630,32064,3532012,203,1205,9745
11808,186203,12423,643,28510,3139452,169,1440,16882
11809,182878,14836,801,26735,2838063,185,1035,8924
11810,195026,12088,893,29265,3244482,199,1335,16356
11811,202578,12009,895,31086,3542727,182,955,18039
11812,192668,11724,925,29993,3383641,195,998,16204
11813,191761,10845,959,33571,3925878,195,904,17173
11814,194719,19537,888,34536,3866753,192,886,18202
11815,199898,14111,1152,31617,3606508,216,1035,17398
11816,205001,11765,837,34778,4066220,216,1009,19848
11817,214444,12344,861,38148,4160864,210,1343,19770
11818,224175,14822,847,39761,4282280,233,1529,20585
11819,246144,15163,1065,49528,5419566,280,1363,18528
11820,295067,21248,1280,58852,6373741,305,1681,18485
11821,328118,22357,1341,66689,7490768,343,2068,13097
11822,366422,18787,1443,72506,8030631,412,2008,21090
11823,394717,20278,1542,92160,10141341,447,2659,15825
11824,402685,25144,1534,92224,10249804,470,2639,23554
11825,408230,22964,1593,90702,10232255,485,3054,21854
11826,438244,24720,1594,102921,11720882,494,3134,29383
11827,424985,28001,1525,100782,11206128,484,3701,23926
11828,386633,21144,1482,83216,9508548,426,2731,23654
11829,368923,20676,1623,79941,8994512,413,2281,23324
11830,352310,27864,1631,75273,8343069,404,2519,22860
11831,331118,19627,1123,70630,8053635,376,2284,22385
11832,310812,16322,931,66559,7372647,353,2013,14233
11833,295015,19831,1153,57177,6476030,317,1752,21270
11834,289672,18341,600,55617,5912901,316,1590,19561
11835,278840,18452,721,54413,5733235,287,1514,22687
11836,274947,13400,616,58856,6072148,315,1698,17311
11837,277541,17519,591,54664,5592963,312,1551,13027
11838,277452,10759,579,52108,5473698,286,1763,13600
11839,269487,12283,1132,50124,5695070,280,1366,13249
11840,284867,13017,581,58354,6324923,292,1750,19208
11841,261421,13939,1156,46375,5481393,273,1723,21063
11842,261115,8316,1241,49647,5939410,308,1851,13116
11843,252992,14339,1120,44905,5212129,266,2243,20447
11844,248750,12588,888,39995,4447014,256,2873,20980
11845,255328,16916,1129,46620,5290532,271,1995,21030
11846,266740,10748,1245,51379,5985188,259,1668,22808
11847,265554,8785,1350,43026,5097813,282,1621,14251
11848,261342,10974,1172,43596,5093831,291,1796,23677
11849,252948,12725,1173,46084,5208360,287,1847,21168
11850,241671,10731,1112,41549,4908167,275,1868,20824
11851,262432,12338,1145,49005,5875930,302,1566,23261
11852,250707,15063,1040,44470,5277011,277,2107,26318
11853,273198,7516,1087,52902,6195275,298,2138,15662
11854,268457,11337,1242,42499,4975686,278,1238,26528
11855,273965,14752,1014,44851,5245614,287,2016,26288
11856,270464,10985,1116,42550,4893577,269,1391,20047
11857,274855,12055,1166,42320,5003663,283,1713,13480
11858,287537,11202,1150,54644,6287960,278,1639,22627
11859,275600,11072,1214,45172,5075913,269,2188,21823
11860,274373,8003,1279,45403,5440640,251,1600,23408
11861,277193,16856,1175,47296,5492293,279,2447,20759
11862,273721,10896,944,44847,4915667,280,1208,13362
11863,278231,11511,1288,47006,5570281,281,1717,20807
11864,273237,9330,1109,50268,6327914,268,1601,21802
11865,285436,9345,1063,57873,6711374,297,2129,22149
11866,276050,11850,1224,47510,5535490,287,1799,20622
11867,260000,6461,1173,45120,5214941,277,1817,13304
11868,260013,10481,1142,46168,5473329,284,1682,22049
11869,259899,11855,1160,44686,5292373,269,1525,20348
11870,250924,12762,1094,41924,4917445,265,1600,19877
11871,247089,13613,1126,36934,4355432,253,1567,20289
11872,239507,7088,1074,35958,4181707,246,1151,21777
11873,262732,17404,1238,47419,5522032,273,1286,22403
